Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
11085,20130918  8:30AM UTC,Sony Introduces BRAVIAÂ® Smart Stick With Google Services for 2013 Television Line,"('Sony', 'Introduces BRAVIAÂ Smart Stick With', 'Google Services')",Sony,Introduces BRAVIAÂ Smart Stick With,Google Services,Sony Introduces BRAVIAÂ Smart Stick With,Introduces BRAVIAÂ Smart Stick With Google Services,Sony Introduces BRAVIAÂ Smart Stick With Google Services,-0.528015000000039,8.572875999999951
11086,20130918  8:00AM UTC,"Internet Related Companies Announce Implementation of Innovative Products, New Launches, Free Forums, and Acquisitions - Research Report on Google, Zillow, Trulia, Web.com, and IAC","('Companies', 'Announce', 'Implementation')",Companies,Announce,Implementation,Companies Announce,Announce Implementation,Companies Announce Implementation,-0.528015000000039,8.572875999999951
11087,20130918  8:00AM UTC,ModCloth Optimizes Google Merchant Feed and Google Product Listing Ads Campaign with Adchemy Software,"('Google Product Listing Ads Campaign', 'is with', 'Adchemy Software')",Google Product Listing Ads Campaign,is with,Adchemy Software,Google Product Listing Ads Campaign is with,is with Adchemy Software,Google Product Listing Ads Campaign is with Adchemy Software,-0.528015000000039,8.572875999999951
11088,20130918  8:00AM UTC,REMINDER/Media Advisory: Minister Oliver to Deliver Remarks to Google ThinkEnergy Summit,"('Minister Oliver', 'Deliver Remarks to', 'Google ThinkEnergy Summit')",Minister Oliver,Deliver Remarks to,Google ThinkEnergy Summit,Minister Oliver Deliver Remarks to,Deliver Remarks to Google ThinkEnergy Summit,Minister Oliver Deliver Remarks to Google ThinkEnergy Summit,-0.528015000000039,8.572875999999951
11089,20130919  12:51PM UTC,ValpakÂ® Integrates Coupons into Google Wallet,"('ValpakÂ', 'Integrates Coupons into', 'Google Wallet')",ValpakÂ,Integrates Coupons into,Google Wallet,ValpakÂ Integrates Coupons into,Integrates Coupons into Google Wallet,ValpakÂ Integrates Coupons into Google Wallet,9.78332499999999,-2.4557799999999474
11094,20130919  8:00AM UTC,"Acquisitions, Product Launches, Network Expansions, Data Accessibility and International Show Rights - Research Report on Google, Baidu, Equinix, Zillow, and IAC","('Network Expansions', 'Acquisitions', 'International Show Rights Research Report')",Acquisitions,Launches,Network Expansions,Acquisitions Launches,Launches Network Expansions,Acquisitions Launches Network Expansions,9.78332499999999,-2.4557799999999474
11097,20130920  8:00AM UTC,"Purchase Agreements, Partnerships, Operational Updates, New Offerings, and Consumer and Business Behavior in the Online World - Research Report on Google, Akamai, IAC, AOL, and Web.com","('Consumer Behavior', 'is in', 'Online World Research Report on Google')",Consumer Behavior,is in,Online World Research Report on Google,Consumer Behavior is in,is in Online World Research Report on Google,Consumer Behavior is in Online World Research Report on Google,-3.7857969999999455,2.3511650000000373
11098,20130920  8:00AM UTC,Alaska Airlines Makes Travel Easier with Google Wallet,"('Alaska Airlines', 'Makes Travel Easier with', 'Google Wallet')",Alaska Airlines,Makes Travel Easier with,Google Wallet,Alaska Airlines Makes Travel Easier with,Makes Travel Easier with Google Wallet,Alaska Airlines Makes Travel Easier with Google Wallet,-3.7857969999999455,2.3511650000000373
11099,20130923  9:19PM UTC,U.S. judge boosts Google 'fair use' defense of digital books,"('U.S. judge', 'boosts', ""Google ' use ' defense of books"")",U.S. judge,boosts,Google ' use ' defense of books,U.S. judge boosts,boosts Google ' use ' defense of books,U.S. judge boosts Google ' use ' defense of books,-1.1158450000000357,-8.273986000000036
11100,20130923  7:08PM UTC,AngelList reportedly raises $24M from Google Ventures & others,"('AngelList', 'reportedly raises', '$ 24M')",AngelList,reportedly raises,$ 24M,AngelList reportedly raises,reportedly raises $ 24M,AngelList reportedly raises $ 24M,-1.1158450000000357,-8.273986000000036
11102,20130923  6:02PM UTC,U.S. judge boosts Google 'fair use' defense of digital books,"('U.S. judge', 'boosts', ""Google ' use ' defense of books"")",U.S. judge,boosts,Google ' use ' defense of books,U.S. judge boosts,boosts Google ' use ' defense of books,U.S. judge boosts Google ' use ' defense of books,-1.1158450000000357,-8.273986000000036
11103,20130923  5:57PM UTC,U.S. judge boosts Google 'fair use' defense of digital books,"('U.S. judge', 'boosts', ""Google ' use ' defense of books"")",U.S. judge,boosts,Google ' use ' defense of books,U.S. judge boosts,boosts Google ' use ' defense of books,U.S. judge boosts Google ' use ' defense of books,-1.1158450000000357,-8.273986000000036
11104,20130923  8:00AM UTC,"Technology Sector Announced Newly Appointed Leaders and Expansion Plans - Research Report on Google, Himax, Western Digital, EA, and NVIDIA","('Technology Sector', 'Announced', 'Research Report on Google')",Appointed Leaders,Report on,Google,Appointed Leaders Report on,Report on Google,Appointed Leaders Report on Google,-1.1158450000000357,-8.273986000000036
11105,20130923  8:00AM UTC,Google's Moto X Trumps Apple's New iPhones in Latest Breakability Score from SquareTrade,"('Moto X Trumps Apple', 'has', 'New iPhones in Latest Breakability Score from SquareTrade')",Moto X Trumps Apple,has,New iPhones in Latest Breakability Score from SquareTrade,Moto X Trumps Apple has,has New iPhones in Latest Breakability Score from SquareTrade,Moto X Trumps Apple has New iPhones in Latest Breakability Score from SquareTrade,-1.1158450000000357,-8.273986000000036
11106,20130924  3:04PM UTC,Investigation Reveals Google Executives Dodged Taxes On Planes Based At Moffett Field In Sweetheart Deal; Consumer Watchdog Says U.S. Attorney Should Launch Probe,"('Google Executives', 'Dodged Taxes On', 'Planes Based At Moffett Field')",Google Executives,Dodged Taxes On,Planes Based At Moffett Field,Google Executives Dodged Taxes On,Dodged Taxes On Planes Based At Moffett Field,Google Executives Dodged Taxes On Planes Based At Moffett Field,-4.806975999999963,0.169371999999953
11107,20130924  1:31PM UTC,PPC/SalesForceeEuroparts.com Awarded Google Trusted Stores Badge,"('PPC SalesForceeEuroparts.com', 'Awarded', 'Google Trusted Stores Badge')",PPC SalesForceeEuroparts.com,Awarded,Google Trusted Stores Badge,PPC SalesForceeEuroparts.com Awarded,Awarded Google Trusted Stores Badge,PPC SalesForceeEuroparts.com Awarded Google Trusted Stores Badge,-4.806975999999963,0.169371999999953
11108,20130924  12:16PM UTC,FHFA to Discuss Home Affordable Refinance Program with Homeowners on Zillow-Hosted Google+ Hangout,"('FHFA', 'Discuss Home Affordable Refinance Program with', 'Homeowners on Zillow Hosted Google Hangout')",FHFA,Discuss Home Affordable Refinance Program with,Homeowners on Zillow Hosted Google Hangout,FHFA Discuss Home Affordable Refinance Program with,Discuss Home Affordable Refinance Program with Homeowners on Zillow Hosted Google Hangout,FHFA Discuss Home Affordable Refinance Program with Homeowners on Zillow Hosted Google Hangout,-4.806975999999963,0.169371999999953
11110,20130924  9:30AM UTC,"The Men's Wearhouse, Qihoo 360 Technology, BlackBerry, Apple and Google as Zacks Bull and Bear of the Day","('Men', ""'s Wearhouse is"", 'Qihoo 360 Technology')",Men,'s Wearhouse is,Qihoo 360 Technology,Men 's Wearhouse is,'s Wearhouse is Qihoo 360 Technology,Men 's Wearhouse is Qihoo 360 Technology,-4.806975999999963,0.169371999999953
11111,20130924  9:07AM UTC,"Googleâs Head of Advertising Arts Team, Walmartâs Director of Social Strategy, and HubSpot Co-Founder & CTO to Take the Stage at FutureM in Boston Next Month","('€', 's', 'Head of Advertising Arts Team')",€,s,Head of Advertising Arts Team,€ s,s Head of Advertising Arts Team,€ s Head of Advertising Arts Team,-4.806975999999963,0.169371999999953
11114,20130924  6:00AM UTC,"Landmark Baccarat App Launched On Google Play, Contains Validated Solution To Biggest Game In History","('Landmark Baccarat App Launched', 'Contains Validated Solution To', 'Biggest Game In History')",Landmark Baccarat App Launched,Contains Validated Solution To,Biggest Game In History,Landmark Baccarat App Launched Contains Validated Solution To,Contains Validated Solution To Biggest Game In History,Landmark Baccarat App Launched Contains Validated Solution To Biggest Game In History,-4.806975999999963,0.169371999999953
11115,20130924  3:08AM UTC,In Front Media: Worried about Google's Latest Updates? Don't Stress Out - Follow These Simple Tips For Good Search Positioning.,"('Google', 'about', 'Latest Updates')",Google,about,Latest Updates,Google about,about Latest Updates,Google about Latest Updates,-4.806975999999963,0.169371999999953
11116,20130925  9:05PM UTC,BioDigital raises $4M to build the Google Earth for the human body,"('BioDigital', 'raises', '$')",BioDigital,raises,$,BioDigital raises,raises $,BioDigital raises $,0.02490200000005416,-4.787047999999913
11117,20130925  5:29PM UTC,U.S. judge boosts Google 'fair use' defense of digital books,"('U.S. judge', 'boosts', ""Google ' use ' defense of books"")",U.S. judge,boosts,Google ' use ' defense of books,U.S. judge boosts,boosts Google ' use ' defense of books,U.S. judge boosts Google ' use ' defense of books,0.02490200000005416,-4.787047999999913
11118,20130925  11:20AM UTC,BioDigital raises $4M to build the Google Earth for the human body,"('BioDigital', 'raises', '$')",BioDigital,raises,$,BioDigital raises,raises $,BioDigital raises $,0.02490200000005416,-4.787047999999913
11119,20130925  11:00AM UTC,Communitech selected to join Google Tech Hub Network,"('Communitech', 'join', 'Google Tech Hub Network')",Communitech,join,Google Tech Hub Network,Communitech join,join Google Tech Hub Network,Communitech join Google Tech Hub Network,0.02490200000005416,-4.787047999999913
11120,20130925  8:45AM UTC,U.S. Ambassador to the United Arab Emirates and Google's Regional Director of Middle East and North Africa to Address 'Defining the New Paradigm in U.S. - Arab Relations' at C3 Summit in New York,"('C3 Summit', 'is in', 'New York')",C3 Summit,is in,New York,C3 Summit is in,is in New York,C3 Summit is in New York,0.02490200000005416,-4.787047999999913
11122,20130926  6:25PM UTC,U.S. judge allows lawsuit against Google over email ads,"('U.S. judge', 'allows', 'lawsuit')",U.S. judge,allows,lawsuit,U.S. judge allows,allows lawsuit,U.S. judge allows lawsuit,-4.109589000000085,0.4682309999999461
11123,20130926  6:25PM UTC,Google introduces new 'Hummingbird' search algorithm,"('Google', 'introduces', 'new Hummingbird search algorithm')",Google,introduces,new Hummingbird search algorithm,Google introduces,introduces new Hummingbird search algorithm,Google introduces new Hummingbird search algorithm,-4.109589000000085,0.4682309999999461
11124,20130926  6:07PM UTC,Google looks for talent in BlackBerry's backyard,"('BlackBerry', 'in', 'backyard')",BlackBerry,in,backyard,BlackBerry in,in backyard,BlackBerry in backyard,-4.109589000000085,0.4682309999999461
11125,20130926  6:04PM UTC,Google looks for talent in BlackBerry's backyard,"('BlackBerry', 'in', 'backyard')",BlackBerry,in,backyard,BlackBerry in,in backyard,BlackBerry in backyard,-4.109589000000085,0.4682309999999461
11126,20130926  5:34PM UTC,U.S. judge allows lawsuit against Google over email ads,"('U.S. judge', 'allows', 'lawsuit')",U.S. judge,allows,lawsuit,U.S. judge allows,allows lawsuit,U.S. judge allows lawsuit,-4.109589000000085,0.4682309999999461
11127,20130926  2:43PM UTC,"UPDATE 1-Google introduces new ""Hummingbird"" search algorithm","('UPDATE Google', 'introduces', 'new Hummingbird search algorithm')",UPDATE Google,introduces,new Hummingbird search algorithm,UPDATE Google introduces,introduces new Hummingbird search algorithm,UPDATE Google introduces new Hummingbird search algorithm,-4.109589000000085,0.4682309999999461
11128,20130926  2:18PM UTC,"Google introduces new ""Hummingbird"" search algorithm","('Google', 'introduces', 'new Hummingbird search algorithm')",Google,introduces,new Hummingbird search algorithm,Google introduces,introduces new Hummingbird search algorithm,Google introduces new Hummingbird search algorithm,-4.109589000000085,0.4682309999999461
11129,20130926  1:34PM UTC,"Google Glass competitor ships 50K devices, takes Intel investment, hints at Apple connection","('Google Glass competitor ships 50K devices', 'takes', 'Intel investment')",Google Glass competitor ships 50K devices,takes,Intel investment,Google Glass competitor ships 50K devices takes,takes Intel investment,Google Glass competitor ships 50K devices takes Intel investment,-4.109589000000085,0.4682309999999461
